Address,Assembly District (current),BIN (NYC DOB),Building ID,Congressional District (current),County,Floodplain,Housing Company name,HID,Latitude,Longitude,Management Email,Management Name,Management Phone,BBL / Parcel ID,School district name,School district SDL code,State Senate District (current),Status,Total project units,Tract GEOID '20,x,y
"370 Bristol St, Brooklyn, 11212-5426",55,3338527,00009,8,Kings,,Dubor Associates,U180,40.66185358,-73.91080239,,"C & C Apartment Management, LLC",,3035870001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227713.0437,4962593.5726
"376 Bristol St, Brooklyn, 11212-5426",55,3338528,00010,8,Kings,,Dubor Associates,U180,40.66157694,-73.91099439,,"C & C Apartment Management, LLC",,3035870001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227734.416999998,4962552.975900002
"383 Bristol St, Brooklyn, 11212-5426",55,3326556,00011,8,Kings,,Dubor Associates,U180,40.66169437,-73.91049093,,"C & C Apartment Management, LLC",,3035880001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227678.3720999975,4962570.2086
"390 Bristol St, Brooklyn, 11212-5426",55,3342594,00012,8,Kings,,Dubor Associates,U180,40.66137213,-73.91067432,,"C & C Apartment Management, LLC",,3035870001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227698.786999997,4962522.920300007
"396 Bristol St, Brooklyn, 11212-5426",55,3342597,00013,8,Kings,,Dubor Associates,U180,40.66109905,-73.91087386,,"C & C Apartment Management, LLC",,3035870001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227720.999699999,4962482.846299998
"327 Chester St, Brooklyn, 11212-5353",55,3326506,00014,8,Kings,,Dubor Associates,U180,40.66361628,-73.90949273,,"C & C Apartment Management, LLC",,3035750011,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227567.252999999,4962852.251400001
"330 Chester St, Brooklyn, 11212-5441",55,3326538,00015,8,Kings,,Dubor Associates,U180,40.66359101,-73.91031003,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227658.234399999,4962848.542900011
"336 Chester St, Brooklyn, 11212-5441",55,3326539,00016,8,Kings,,Dubor Associates,U180,40.66352181,-73.91051921,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227681.520199997,4962838.387600005
"340 Chester St, Brooklyn, 11212-5441",55,3326540,00017,8,Kings,,Dubor Associates,U180,40.66320824,-73.91056053,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227686.119999995,4962792.370300002
"341 Chester St, Brooklyn, 11212-5441",55,3326505,00018,8,Kings,,Dubor Associates,U180,40.66361739,-73.91003497,,"C & C Apartment Management, LLC",,3035750011,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227627.6149,4962852.414300002
"344 Chester St, Brooklyn, 11212-5441",55,3326541,00019,8,Kings,,Dubor Associates,U180,40.66337085,-73.91023379,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227649.747400003,4962816.233800001
"390 Chester St, Brooklyn, 11212-5441",55,3326557,00020,8,Kings,,Dubor Associates,U180,40.66171091,-73.91006036,,"C & C Apartment Management, LLC",,3035880001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227630.441299999,4962572.635900013
"394 Chester St, Brooklyn, 11212-5441",55,3326558,00021,8,Kings,,Dubor Associates,U180,40.66191585,-73.90986788,,"C & C Apartment Management, LLC",,3035880001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227609.014500001,4962602.710700005
"416 Chester St, Brooklyn, 11212-5441",55,3326559,00022,8,Kings,,Dubor Associates,U180,40.66145968,-73.90999077,,"C & C Apartment Management, LLC",,3035880001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227622.694499997,4962535.76820001
"420 Chester St, Brooklyn, 11212-5441",55,3326560,00023,8,Kings,,Dubor Associates,U180,40.66120061,-73.91005699,,"C & C Apartment Management, LLC",,3035880001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227630.066099998,4962497.750100009
"424 Chester St, Brooklyn, 11212-5441",55,3326561,00024,8,Kings,,Dubor Associates,U180,40.66132844,-73.9097137,,"C & C Apartment Management, LLC",,3035880001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227591.851200001,4962516.508900002
"446 Chester St, Brooklyn, 11212-5441",55,3326592,00025,8,Kings,,Dubor Associates,U180,40.66054741,-73.90953035,,"C & C Apartment Management, LLC",,3036010026,NYC GEOG DIST #23 - BROOKLYN,332300,19,HFA MOU (shared with HFA),625,36047091600,-8227571.4408,4962401.894700006
"252 Dumont Ave, Brooklyn, 11212-5508",55,3326507,00026,8,Kings,,Dubor Associates,U180,40.66386321,-73.91003292,,"C & C Apartment Management, LLC",,3035750011,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227627.386700001,4962888.489300005
"227 Dumont Ave, Brooklyn, 11212-5536",55,,00027,8,Kings,,Dubor Associates,U180,40.66395164,-73.91104533,,"C & C Apartment Management, LLC",,3035590001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227740.087699998,4962901.466700003
"228 Dumont Ave, Brooklyn, 11212-5536",55,3326533,00028,8,Kings,,Dubor Associates,U180,40.66372317,-73.91100017,,"C & C Apartment Management, LLC",,3035740001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227735.060499998,4962867.937899999
"220 Dumont Ave, Brooklyn, 11212-4417",55,3326499,00029,8,Kings,,Dubor Associates,U180,40.66365799,-73.91143767,,"C & C Apartment Management, LLC",,3035730001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047092400,-8227783.762799997,4962858.37250001
"170 Riverdale Ave, Brooklyn, 11212-5357",55,3326589,00030,8,Kings,,Dubor Associates,U180,40.66063721,-73.91019125,,"C & C Apartment Management, LLC",,3036010026,NYC GEOG DIST #23 - BROOKLYN,332300,19,HFA MOU (shared with HFA),625,36047091600,-8227645.0119,4962415.072500005
"171 Riverdale Ave, Brooklyn, 11212-5357",55,3326551,00031,8,Kings,,Dubor Associates,U180,40.66088565,-73.91026461,,"C & C Apartment Management, LLC",,3035880001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227653.178299999,4962451.5304000005
"147 Riverdale Ave, Brooklyn, 11212-5354",55,3338525,00032,8,Kings,,Dubor Associates,U180,40.6607485,-73.91118406,,"C & C Apartment Management, LLC",,3035870001,NYC GEOG DIST #23 - BROOKLYN,332300,25,HFA MOU (shared with HFA),625,36047091600,-8227755.5309999995,4962431.403999999
"3124 Burwood Dr, Baldwinsville, 13027-1735",126,,00001,22,Onondaga,,Marinus Associates,U187,43.19039874,-76.29386434,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8492994.390999999,5340998.844900012
"8666 Oberon Dr, Baldwinsville, 13027-1719",126,,00002,22,Onondaga,,Marinus Associates,U187,43.19015023,-76.29427452,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493040.052000001,5340960.9014
"8664 Oberon Dr, Baldwinsville, 13027-1717",126,,00003,22,Onondaga,,Marinus Associates,U187,43.18968806,-76.29434557,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493047.961299999,5340890.335900009
"8665 Carpenter Rd, Baldwinsville, 13027-1734",126,,00004,22,Onondaga,,Marinus Associates,U187,43.1894385,-76.2949932,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493120.055100001,5340852.232500009
"8673 Carpenter Rd, Baldwinsville, 13027-1734",126,,00005,22,Onondaga,,Marinus Associates,U187,43.18944871,-76.29534747,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493159.492300002,5340853.7914
"8683 Carpenter Rd, Baldwinsville, 13027-1734",126,,00006,22,Onondaga,,Marinus Associates,U187,43.18968281,-76.2956607,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493194.360899998,5340889.5342999995
"8660 Braewood Dr, Baldwinsville, 13027-1644",126,,00007,22,Onondaga,,Marinus Associates,U187,43.18934266,-76.29606204,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493239.037899997,5340837.599500008
"8658 Braewood Dr, Baldwinsville, 13027-1642",126,,00008,22,Onondaga,,Marinus Associates,U187,43.18928715,-76.29642241,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493279.154099997,5340829.124200001
"8656 Braewood Dr, Baldwinsville, 13027-1641",126,,00009,22,Onondaga,,Marinus Associates,U187,43.18912241,-76.29667787,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493307.591799995,5340803.9714
"8654 Braewood Dr, Baldwinsville, 13027-1640",126,,00010,22,Onondaga,,Marinus Associates,U187,43.18879166,-76.29683097,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493324.634800002,5340753.472300008
"8652 Braewood Dr, Baldwinsville, 13027-1639",126,,00011,22,Onondaga,,Marinus Associates,U187,43.1884439,-76.29700023,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493343.476699997,5340700.376400001
"8644 Braewood Dr, Baldwinsville, 13027-1643",126,,00012,22,Onondaga,,Marinus Associates,U187,43.18850495,-76.29751842,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493401.161400001,5340709.697500005
"3064 Amesbury Dr, Baldwinsville, 13027-1637",126,,00013,22,Onondaga,,Marinus Associates,U187,43.18642251,-76.29803604,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493458.782599997,5340391.757000007
"3066 Amesbury Dr, Baldwinsville, 13027-1638",126,,00014,22,Onondaga,,Marinus Associates,U187,43.18607146,-76.29767315,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493418.3859,5340338.160900012
"8520 Sumac Dr, Baldwinsville, 13027-1428",126,,00015,22,Onondaga,,Marinus Associates,U187,43.18349677,-76.30180857,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493878.738799995,5339945.082400002
"8530 Sumac Dr, Baldwinsville, 13027-1428",126,,00016,22,Onondaga,,Marinus Associates,U187,43.18331875,-76.3015574,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493850.7787,5339917.904700004
"8564 Sumac Dr, Baldwinsville, 13027-1467",126,,00017,22,Onondaga,,Marinus Associates,U187,43.1832312,-76.30102552,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493791.5701,5339904.538800009
"8580 Sumac Dr, Baldwinsville, 13027-1471",126,,00018,22,Onondaga,,Marinus Associates,U187,43.18357989,-76.30117258,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493807.940699998,5339957.772100002
"8578 Sumac Dr, Baldwinsville, 13027-1470",126,,00019,22,Onondaga,,Marinus Associates,U187,43.18392941,-76.30093342,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493781.317599999,5340011.1325
"8576 Sumac Dr, Baldwinsville, 13027-1469",126,,00020,22,Onondaga,,Marinus Associates,U187,43.18362349,-76.30051174,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493734.3763,5339964.428400002
"8574 Sumac Dr, Baldwinsville, 13027-1468",126,,00021,22,Onondaga,,Marinus Associates,U187,43.18331023,-76.30001194,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493678.7388,5339916.60400001
"8566 Sumac Dr, Baldwinsville, 13027-1427",126,,00022,22,Onondaga,,Marinus Associates,U187,43.18305206,-76.30030579,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493711.450099995,5339877.190200001
"8546 Sumac Dr, Baldwinsville, 13027-1429",126,,00023,22,Onondaga,,Marinus Associates,U187,43.18281481,-76.30097466,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493785.9084,5339840.970300004
"8538 Sumac Dr, Baldwinsville, 13027-1429",126,,00024,22,Onondaga,,Marinus Associates,U187,43.18282989,-76.30146621,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493840.627500001,5339843.272399999
"8518 Sumac Dr, Baldwinsville, 13027-1466",126,,00025,22,Onondaga,,Marinus Associates,U187,43.18312772,-76.30185581,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493883.997599997,5339888.74090001
"8516 Sumac Dr, Baldwinsville, 13027-1465",126,,00026,22,Onondaga,,Marinus Associates,U187,43.18267527,-76.30186766,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493885.3167,5339819.66740001
"8514 Sumac Dr, Baldwinsville, 13027-1464",126,,00027,22,Onondaga,,Marinus Associates,U187,43.18265974,-76.30233962,,"CRM Rental Management Inc, Rome Office",,,BALDWINSVILLE CSD,420901,48,HFA MOU (shared with HFA),208,36067011401,-8493937.8551,5339817.296500005
"25 Buffalo St, Hamburg, 14075-5022",149,,00001,23,Erie,,Creek Bend Heights,U189,42.71686274,-78.82773081,,Creek Bend Heights,,,HAMBURG CSD,141601,60,HFA MOU (shared with HFA),130,36029013300,-8775063.202399997,5268975.567900002
"150 Harriet St, Elmira, 14901-3116",124,,00001,23,Chemung,,Harriet Homes Associates,U192,42.09246865,-76.79267139,Jennifergu@homeleasing.net ,"Home Leasing Housing, LLC",(607) 732-1182,,ELMIRA CITY SD,070600,58,Active,102,36015000700,-8548521.3465,5174842.141500004
"250 Hamilton St, Painted Post, 14870-1345",132,,00001,23,Steuben,,Village Square Associates,U196,42.15974753,-77.09148255,,"Conifer Management, LLC",,,CORNING CITY SD,571000,58,HFA MOU (shared with HFA),75,36101962302,-8581784.863799999,5184940.2311
"480 Maple City Dr, Hornell, 14843",132,,00001,23,Steuben,500-year,Canisteo Homes,U197,42.31177501,-77.65787026,mcourthomes@gmail.com ,"Pfeil Real Estate, Inc.",(607) 324-3447,,HORNELL CITY SD,571800,58,Active,80,36101960800,-8644834.876699997,5207798.113300011
"480 Maple City Dr, Hornell, 14843",132,,00002,23,Steuben,500-year,Canisteo Homes,U197,42.31152056,-77.65820832,mcourthomes@gmail.com ,"Pfeil Real Estate, Inc.",(607) 324-3447,,HORNELL CITY SD,571800,58,Active,80,36101960800,-8644872.5093,5207759.809700005
"480 Maple City Dr, Hornell, 14843",132,,00003,23,Steuben,500-year,Canisteo Homes,U197,42.31124563,-77.65783584,mcourthomes@gmail.com ,"Pfeil Real Estate, Inc.",(607) 324-3447,,HORNELL CITY SD,571800,58,Active,80,36101960800,-8644831.044999998,5207718.423400007
"480 Maple City Dr, Hornell, 14843",132,,00004,23,Steuben,500-year,Canisteo Homes,U197,42.31105744,-77.65729109,mcourthomes@gmail.com ,"Pfeil Real Estate, Inc.",(607) 324-3447,,HORNELL CITY SD,571800,58,Active,80,36101960800,-8644770.403700002,5207690.094500005
"480 Maple City Dr, Hornell, 14843",132,,00005,23,Steuben,500-year,Canisteo Homes,U197,42.31049028,-77.65774034,mcourthomes@gmail.com ,"Pfeil Real Estate, Inc.",(607) 324-3447,,HORNELL CITY SD,571800,58,Active,80,36101960800,-8644820.413999997,5207604.718500003
"480 Maple City Dr, Hornell, 14843",132,,00006,23,Steuben,500-year,Canisteo Homes,U197,42.31002928,-77.65800908,mcourthomes@gmail.com ,"Pfeil Real Estate, Inc.",(607) 324-3447,,HORNELL CITY SD,571800,58,Active,80,36101960800,-8644850.329999996,5207535.3235
"480 Maple City Dr, Hornell, 14843",132,,00007,23,Steuben,500-year,Canisteo Homes,U197,42.30938492,-77.65782813,mcourthomes@gmail.com ,"Pfeil Real Estate, Inc.",(607) 324-3447,,HORNELL CITY SD,571800,58,Active,80,36101960800,-8644830.1868,5207438.328000009
"40 Presidential Ct, Syracuse, 13202-2230",128,,00001,22,Onondaga,,Madison Towers Ltd.,U228,43.04562501,-76.1446106,srose@hallkeen.com ,Hallkeen,(315) 422-1714,,SYRACUSE CITY SD,421800,48,Active,232,36067003200,-8476379.533999996,5318920.33170002
"109 Marcus Garvey Blvd, Brooklyn, 11206",56,3042921,00001,8,Kings,,RDC of Bedford-Stuyvesant,U237,40.69524311,-73.94016462,,Shinda Management Corp.,,3015880001,NYC GEOG DIST #16 - BROOKLYN,331600,25,HFA MOU (shared with HFA),267,36047028300,-8230981.633499999,4967494.6966000125
"300 Vernon Ave, Brooklyn, 11206-6759",56,3341749,00002,8,Kings,,RDC of Bedford-Stuyvesant,U237,40.69566213,-73.93915758,,Shinda Management Corp.,,3015880001,NYC GEOG DIST #16 - BROOKLYN,331600,25,HFA MOU (shared with HFA),267,36047028300,-8230869.530199995,4967556.218500003
"721 Willoughby Ave, Brooklyn, 11205-3609",56,3042921,00003,8,Kings,,RDC of Bedford-Stuyvesant,U237,40.69503959,-73.94003285,,Shinda Management Corp.,,3015880001,NYC GEOG DIST #16 - BROOKLYN,331600,25,HFA MOU (shared with HFA),267,36047028300,-8230966.964899996,4967464.815200016
"420 Deborah Dr, Utica, 13502",119,,00001,22,Oneida,,Parkedge Estates Inc,U281,43.10958476,-75.17089204,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367985.645199997,5328667.989
"430 Deborah Dr, Utica, 13502",119,,00002,22,Oneida,,Parkedge Estates Inc,U281,43.10946467,-75.17041755,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367932.825199995,5328649.6774
"442 Deborah Dr, Utica, 13502",119,,00003,22,Oneida,,Parkedge Estates Inc,U281,43.10966919,-75.16997785,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367883.877999999,5328680.863100007
"458 Deborah Dr, Utica, 13502",119,,00004,22,Oneida,,Parkedge Estates Inc,U281,43.11009017,-75.16968387,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367851.152299998,5328745.055500016
"468 Deborah Dr, Utica, 13502",119,,00005,22,Oneida,,Parkedge Estates Inc,U281,43.11037308,-75.16944515,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367824.5781,5328788.194800012
"484 Deborah Dr, Utica, 13502",119,,00006,22,Oneida,,Parkedge Estates Inc,U281,43.11077276,-75.16912208,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367788.614100002,5328849.140000001
"496 Deborah Dr, Utica, 13502",119,,00007,22,Oneida,,Parkedge Estates Inc,U281,43.11107923,-75.16883618,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367756.787800001,5328895.872300006
"512 Deborah Dr, Utica, 13502",119,,00008,22,Oneida,,Parkedge Estates Inc,U281,43.11152252,-75.16853345,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367723.088100001,5328963.468199998
"528 Deborah Dr, Utica, 13502",119,,00009,22,Oneida,,Parkedge Estates Inc,U281,43.11191026,-75.16881964,,Konover Residential Corp.,,,UTICA CITY SD,412300,53,HFA MOU (shared with HFA),184,36065021601,-8367754.946600001,5329022.593800008
